timestamp_s      , pid  , runtime_ns, runtime_ms, switches, nice, tickets
1764245021.330554,   782,    2292625,      2.293,       36, 0   ,        100
1764245021.330554,   785,     558701,      0.559,       15, 0   ,        100
1764245021.330554,   788,    1068749,      1.069,        5, 0   ,        100
1764245021.330554,   790,    5472081,      5.472,       16, 0   ,        100
1764245021.330554,   795,    2219638,      2.220,        3, 0   ,        100
1764245021.330554,   817,     162238,      0.162,        2, 0   ,        100
1764245021.330554,   823,     162666,      0.163,        3, 0   ,        100
1764245021.330554,   831,     135829,      0.136,        4, 0   ,        100
1764245021.330554,   833,     121405,      0.121,        4, 0   ,        100
1764245021.330554,   843,      56266,      0.056,        2, 0   ,        100
1764245021.330554,   877,     310230,      0.310,        7, 0   ,        100
1764245021.330554,   880,     280193,      0.280,        5, 0   ,        100
1764245021.330554,   895,     649962,      0.650,       15, 0   ,        100
1764245021.330554,   999,  210177447,    210.177,    12375, -71 ,        300
1764245021.330554,  1017,     589534,      0.590,        1, 0   ,        100
1764245021.330554,  1042,      68052,      0.068,        1, 0   ,        100
1764245021.330554,  1044,    3767481,      3.767,       12, 0   ,        100
1764245021.330554,  1046,    4072044,      4.072,       13, 0   ,        100
1764245021.330554,  1066,     918474,      0.918,       49, 0   ,        100
1764245021.330554,  1080,     790744,      0.791,       40, 0   ,        100
1764245021.330554,  1482,     107294,      0.107,        5, 0   ,        100
1764245021.330554,  1483,      80648,      0.081,        4, -120,        300
1764245021.330554,  1685,      59991,      0.060,        2, 0   ,        100
1764245021.330554,  1915,     155112,      0.155,        1, 0   ,        100
1764245021.330554,  1923,     115809,      0.116,        2, -11 ,        210
1764245021.330554,  1924,     342156,      0.342,       12, 0   ,        100
1764245021.330554,  1925,  185978508,    185.979,     2633, -11 ,        210
1764245021.330554,  1934,      47336,      0.047,        2, 0   ,        100
1764245021.330554,  1936,     172376,      0.172,        2, 0   ,        100
1764245021.330554,  1946,   49199151,     49.199,      584, 0   ,        100
1764245021.330554,  1982,  540763179,    540.763,      957, 0   ,        100
1764245021.330554,  1991,  235029980,    235.030,     2598, -26 ,        300
1764245021.330554,  2037,    2329694,      2.330,       38, 0   ,        100
1764245021.330554,  2205,     272749,      0.273,        6, 0   ,        100
1764245021.330554,  2277,  567173362,    567.173,      726, 0   ,        100
1764245021.330554,  2279,     445498,      0.445,        7, 0   ,        100
1764245021.330554,  2281,   42677083,     42.677,      310, 0   ,        100
1764245021.330554,  2299,    2845831,      2.846,       22, 0   ,        100
1764245021.330554,  2300,    2906766,      2.907,       19, 0   ,        100
1764245021.330554,  2301,    3006426,      3.006,       25, 0   ,        100
1764245021.330554,  2302,     769297,      0.769,       24, 0   ,        100
1764245021.330554,  2303,    1220081,      1.220,       24, 0   ,        100
1764245021.330554,  2304,    1067153,      1.067,       19, 0   ,        100
1764245021.330554,  2305,    1056385,      1.056,       36, 0   ,        100
1764245021.330554,  2306,    1741200,      1.741,       21, 0   ,        100
1764245021.330554,  2340,     190913,      0.191,        4, 0   ,        100
1764245021.330554,  2365,     716077,      0.716,       26, 0   ,        100
1764245021.330554,  2390,     226251,      0.226,        1, 0   ,        100
1764245021.330554,  2396,     127284,      0.127,        2, 0   ,        100
1764245021.330554,  2446,    1065449,      1.065,       13, 0   ,        100
1764245021.330554,  2460,     335441,      0.335,        4, 0   ,        100
1764245021.330554,  2477,     523656,      0.524,        4, 0   ,        100
1764245021.330554,  2498,    1808608,      1.809,        6, 0   ,        100
1764245021.330554,  2504,    5483237,      5.483,       38, 0   ,        100
1764245021.330554,  2506,  667265013,    667.265,     2303, 0   ,        100
1764245021.330554,  2513,    2296133,      2.296,        6, 0   ,        100
1764245021.330554,  2516,     258507,      0.259,        2, 0   ,        100
1764245021.330554,  2524,    9565323,      9.565,       42, 0   ,        100
1764245021.330554,  2548,     328048,      0.328,        7, 0   ,        100
1764245021.330554,  2560,    1137809,      1.138,        3, 0   ,        100
1764245021.330554,  2590,     194362,      0.194,        2, 0   ,        100
1764245021.330554,  2645,   68361720,     68.362,     4939, 0   ,        100
1764245021.330554,  2650,     862352,      0.862,       20, 0   ,        100
1764245021.330554,  2653,     834568,      0.835,       17, 0   ,        100
1764245021.330554,  2657,      77624,      0.078,        2, 19  , 4294967206
1764245021.330554,  2686,     922628,      0.923,       21, 0   ,        100
1764245021.330554,  2687,    1037794,      1.038,       18, 0   ,        100
1764245021.330554,  2692,    3155620,      3.156,       40, 0   ,        100
1764245021.330554,  2738,     114973,      0.115,        1, 0   ,        100
1764245021.330554,  2742,   62128584,     62.129,     4948, 0   ,        100
1764245021.330554,  2743,   71422063,     71.422,     4935, 0   ,        100
1764245021.330554,  2800,    3291505,      3.292,        5, 19  , 4294967206
1764245021.330554,  2869,     902927,      0.903,       18, 0   ,        100
1764245021.330554,  2870,    1217389,      1.217,       23, 0   ,        100
1764245021.330554,  2881,    1536748,      1.537,        6, 0   ,        100
1764245021.330554,  2885,      34404,      0.034,        3, 0   ,        100
1764245021.330554,  2899,    3545182,      3.545,        7, 0   ,        100
1764245021.330554,  2900,     234534,      0.235,        4, 0   ,        100
1764245021.330554,  2902,     820359,      0.820,       17, 0   ,        100
1764245021.330554,  2903,    4930505,      4.931,       11, 0   ,        100
1764245021.330554,  2904,      80671,      0.081,        5, 0   ,        100
1764245021.330554,  2921,      98917,      0.099,        1, 0   ,        100
1764245021.330554,  2922,   58924110,     58.924,       85, 0   ,        100
1764245021.330554,  2944,   12938283,     12.938,       26, 0   ,        100
1764245021.330554,  2945,    2672141,      2.672,       57, 0   ,        100
1764245021.330554,  2946,   10315436,     10.315,       28, 0   ,        100
1764245021.330554,  3003,    2461734,      2.462,       93, 0   ,        100
1764245021.330554,  3010,   12186920,     12.187,       14, 0   ,        100
1764245021.330554,  3026,     659182,      0.659,        7, 0   ,        100
1764245021.330554,  3028,     151362,      0.151,        1, 0   ,        100
1764245021.330554,  3074,    9144720,      9.145,       14, 0   ,        100
1764245021.330554,  3078,    9040639,      9.041,       16, 0   ,        100
1764245021.330554,  3079,    6837955,      6.838,       14, 0   ,        100
1764245021.330554,  3097,      97633,      0.098,        2, 0   ,        100
1764245021.330554,  3103,     547519,      0.548,        6, 0   ,        100
1764245021.330554,  3153,      80334,      0.080,        2, 0   ,        100
1764245021.330554,  3216,    1045944,      1.046,        7, 0   ,        100
1764245021.330554,  3221,      87992,      0.088,        1, 0   ,        100
1764245021.330554,  3227,    1585661,      1.586,       36, 0   ,        100
1764245021.330554,  3230,     980003,      0.980,       25, 0   ,        100
1764245021.330554,  3233,     935301,      0.935,       22, 0   ,        100
1764245021.330554,  3238,      85150,      0.085,        2, 0   ,        100
1764245021.330554,  3252,      86319,      0.086,        2, 0   ,        100
1764245021.330554,  3254,    6982138,      6.982,       12, 0   ,        100
1764245021.330554,  3255,    6710726,      6.711,       16, 0   ,        100
1764245021.330554,  3298,      48543,      0.049,        1, 0   ,        100
1764245021.330554,  3309,    2863967,      2.864,       32, 0   ,        100
1764245021.330554,  3354,      53881,      0.054,        1, 0   ,        100
1764245021.330554,  3355,      75085,      0.075,        3, 0   ,        100
1764245021.330554,  3356,      62222,      0.062,        1, 0   ,        100
1764245021.330554,  3357,     127152,      0.127,        1, 0   ,        100
1764245021.330554,  3359,    4306668,      4.307,      690, 0   ,        100
1764245021.330554,  3362,    6939631,      6.940,      134, 0   ,        100
1764245021.330554,  3365,    3813285,      3.813,       65, 0   ,        100
1764245021.330554,  3367,     567048,      0.567,        2, 0   ,        100
1764245021.330554,  3372,     622230,      0.622,        7, 0   ,        100
1764245021.330554,  3373,     510940,      0.511,        9, 0   ,        100
1764245021.330554,  3374,     781644,      0.782,        7, 0   ,        100
1764245021.330554,  3375,     199062,      0.199,        6, 0   ,        100
1764245021.330554,  3376,     438412,      0.438,        2, 0   ,        100
1764245021.330554,  3495,      50815,      0.051,        1, 0   ,        100
1764245021.330554,  3496,     434401,      0.434,        9, 0   ,        100
1764245021.330554,  3498,      79037,      0.079,        1, 0   ,        100
1764245021.330554,  3499,      79061,      0.079,        4, 0   ,        100
1764245021.330554,  3500,      54268,      0.054,        3, 0   ,        100
1764245021.330554,  3504,     114442,      0.114,        2, 0   ,        100
1764245021.330554,  3505,     134794,      0.135,        1, 0   ,        100
1764245021.330554,  3506,    9791158,      9.791,       46, 0   ,        100
1764245021.330554,  3509,     897900,      0.898,        2, 0   ,        100
1764245021.330554,  3510,     547351,      0.547,        1, 0   ,        100
1764245021.330554,  3511,    1468505,      1.469,        3, 0   ,        100
1764245021.330554,  3512,    3456623,      3.457,       29, 0   ,        100
1764245021.330554,  3513,    2096557,      2.097,       37, 0   ,        100
1764245021.330554,  3514,    1560682,      1.561,        7, 0   ,        100
1764245021.330554,  3515,      90119,      0.090,        1, 0   ,        100
1764245021.330554,  3517,    1334224,      1.334,       11, 0   ,        100
1764245021.330554,  3518,     462319,      0.462,        1, 0   ,        100
1764245021.330554,  3519,     517747,      0.518,        1, 0   ,        100
1764245021.330554,  3522,    1429016,      1.429,       14, 0   ,        100
1764245021.330554,  3523,     735578,      0.736,        2, 0   ,        100
1764245021.330554,  3524,    2809703,      2.810,       44, 0   ,        100
1764245021.330554,  3525,     553068,      0.553,        3, 0   ,        100
1764245021.330554,  3526,    2022335,      2.022,       12, 0   ,        100
1764245021.330554,  3527,     516786,      0.517,        1, 0   ,        100
1764245021.330554,  3536,   40662608,     40.663,       72, 0   ,        100
1764245021.330554,  3538,      65766,      0.066,        1, 0   ,        100
1764245021.330554,  3553,    2402622,      2.403,        1, 0   ,        100
1764245021.330554,  3560,     113252,      0.113,        3, 0   ,        100
1764245021.330554,  3574,     143915,      0.144,        2, 0   ,        100
1764245021.330554,  3578,      52004,      0.052,        1, 0   ,        100
1764245021.330554,  3585,     450188,      0.450,        9, 0   ,        100
1764245021.330554,  3587,    6152653,      6.153,       96, 0   ,        100
1764245021.330554,  3591,   35565150,     35.565,      111, 0   ,        100
1764245021.330554,  3594,  138707151,    138.707,      734, 0   ,        100
1764245021.330554,  3596,   85435970,     85.436,       86, 0   ,        100
1764245021.330554,  3602,   86849196,     86.849,      133, 0   ,        100
1764245021.330554,  3705,    4857551,      4.858,      251, 0   ,        100
1764245021.330554,  3708,    8000273,      8.000,       89, 0   ,        100
1764245021.330554,  3711,      39036,      0.039,        1, 0   ,        100
1764245021.330554,  3715,   10181862,     10.182,      504, 0   ,        100
1764245021.330554,  3739,     802030,      0.802,       50, 0   ,        100
1764245021.330554,  3740,    1262006,      1.262,       50, 0   ,        100
1764245021.330554,  3798,    1334833,      1.335,       46, 0   ,        100
1764245021.330554,  3818,   78407061,     78.407,       86, 0   ,        100
1764245021.330554,  3878,    5579470,      5.579,      252, 0   ,        100
1764245021.330554,  3879,    5321755,      5.322,      252, 0   ,        100
1764245021.330554,  3880,    6058924,      6.059,      260, 0   ,        100
1764245021.330554,  3881,    5350958,      5.351,      252, 0   ,        100
1764245021.330554,  3882,    4560747,      4.561,      252, 0   ,        100
1764245021.330554,  3883,    5058332,      5.058,      251, 0   ,        100
1764245021.330554,  3884,    5053302,      5.053,      254, 0   ,        100
1764245021.330554,  3885,    4929425,      4.929,      254, 0   ,        100
1764245021.330554,  3886,    5568289,      5.568,      254, 0   ,        100
1764245021.330554,  3887,    4745091,      4.745,      253, 0   ,        100
1764245021.330554,  3888,    5160125,      5.160,      252, 0   ,        100
1764245021.330554,  3889,    4551112,      4.551,      251, 0   ,        100
1764245021.330554,  3890,    5087331,      5.087,      264, 0   ,        100
1764245021.330554,  3891,    5667583,      5.668,      264, 0   ,        100
1764245021.330554,  3892,    5141873,      5.142,      251, 0   ,        100
1764245021.330554,  3893,    5648962,      5.649,      251, 0   ,        100
1764245021.330554,  3894,    5470387,      5.470,      251, 0   ,        100
1764245021.330554,  3895,    6143490,      6.143,      259, 0   ,        100
1764245021.330554,  3896,    5857033,      5.857,      257, 0   ,        100
1764245021.330554,  3897,    5004652,      5.005,      253, 0   ,        100
1764245021.330554,  3898,    5694525,      5.695,      252, 0   ,        100
1764245021.330554,  3899,    5326911,      5.327,      252, 0   ,        100
1764245021.330554,  3900,    4983428,      4.983,      256, 0   ,        100
1764245021.330554,  3901,    5261218,      5.261,      253, 0   ,        100
1764245021.330554,  3902,    6334373,      6.334,      253, 0   ,        100
1764245021.330554,  3903,    5425100,      5.425,      259, 0   ,        100
1764245021.330554,  3904,    6720587,      6.721,      254, 0   ,        100
1764245021.330554,  3905,    5474428,      5.474,      251, 0   ,        100
1764245021.330554,  3988,  266612394,    266.612,     4930, 0   ,        100
1764245021.330554,  3989,   63617188,     63.617,     4948, 0   ,        100
1764245021.330554,  3994,    3732513,      3.733,      252, 0   ,        100
1764245021.330554,  4025,    3032737,      3.033,       50, 0   ,        100
1764245021.330554,  4047,  225372149,    225.372,    33491, 0   ,        100
1764245021.330554,  4048,  229444863,    229.445,    33828, 0   ,        100
1764245021.330554,  4049,  225053005,    225.053,    31467, 0   ,        100
1764245021.330554,  4050,  220622207,    220.622,    30911, 0   ,        100
1764245021.330554,  4051,     730056,      0.730,       25, 0   ,        100
1764245021.330554,  4054,   11043744,     11.044,      174, 0   ,        100
1764245021.330554,  4055,    8188671,      8.189,      115, 0   ,        100
1764245021.330554,  4057,   25264904,     25.265,       87, 0   ,        100
1764245021.330554,  4065,   41071506,     41.072,     2499, 0   ,        100
1764245021.330554,  4066,   42428671,     42.429,     2491, 0   ,        100
1764245021.330554,  4074,   19321039,     19.321,      254, 0   ,        100
1764245021.330554,  4119,    3423865,      3.424,       51, 0   ,        100
1764245021.330554,  4124,   24689235,     24.689,      629, 0   ,        100
1764245021.330554,  4177,     884011,      0.884,       11, 0   ,        100
1764245021.330554,  4178,     745145,      0.745,       11, 0   ,        100
1764245021.330554,  4179,    1873900,      1.874,      174, 0   ,        100
1764245021.330554,  4180,    3011091,      3.011,       81, 0   ,        100
1764245021.330554,  4181,    5065000,      5.065,      217, 0   ,        100
1764245021.330554,  4197,    1391886,      1.392,       26, 0   ,        100
1764245021.330554,  4200,   39913756,     39.914,     2496, 0   ,        100
1764245021.330554,  4201,   38912106,     38.912,     2497, 0   ,        100
1764245021.330554,  4205,    5042468,      5.042,      100, 0   ,        100
1764245021.330554,  4269,    4344691,      4.345,      109, 0   ,        100
1764245021.330554,  4369,      45049,      0.045,        1, 0   ,        100
1764245021.330554,  5140,    8041497,      8.041,       56, 0   ,        100
1764245021.330554,  5141,      94220,      0.094,        7, 0   ,        100
1764245021.330554,  5142,     113756,      0.114,        2, 0   ,        100
1764245021.330554,  5164,      92780,      0.093,        2, 0   ,        100
1764245021.330554,  5251,    4992910,      4.993,      252, 0   ,        100
1764245021.330554,  5362,   69936016,     69.936,     4940, 0   ,        100
1764245021.330554,  5405,      79465,      0.079,        2, 0   ,        100
1764245021.330554,  5758,   29676580,     29.677,      171, 0   ,        100
1764245021.330554,  5767,     914495,      0.914,       16, 0   ,        100
1764245021.330554,  5768,    1392315,      1.392,       19, 0   ,        100
1764245021.330554,  5771,     182677,      0.183,        3, 0   ,        100
1764245021.330554,  5888,    5471870,      5.472,        6, 0   ,        100
1764245021.330554,  5900,    6575931,      6.576,      317, 0   ,        100
1764245021.330554,  5903,    2060767,      2.061,        6, 0   ,        100
1764245021.330554,  5909,      56122,      0.056,        1, 0   ,        100
1764245021.330554,  6158,     152153,      0.152,        2, 0   ,        100
1764245021.330554,  6189,    5676574,      5.677,      252, 0   ,        100
1764245021.330554,  6190,    5633600,      5.634,      252, 0   ,        100
1764245021.330554,  6278,   27052158,     27.052,      660, 0   ,        100
1764245021.330554,  6279,     217647,      0.218,        5, 0   ,        100
1764245021.330554,  6285,     438624,      0.439,       16, 0   ,        100
1764245021.330554,  6291,     222938,      0.223,        3, 0   ,        100
1764245021.330554,  6312,    2721611,      2.722,       41, 0   ,        100
1764245021.330554,  6543,     377894,      0.378,        7, 0   ,        100
1764245021.330554,  6637,      42598,      0.043,        2, 0   ,        100
1764245021.330554,  6816,   89355306,     89.355,      387, 0   ,        100
1764245021.330554,  6826,     817065,      0.817,       17, 0   ,        100
1764245021.330554,  6827,     853175,      0.853,       22, 0   ,        100
1764245021.330554,  6830,   16766039,     16.766,      232, 0   ,        100
1764245021.330554,  6833,     262320,      0.262,        5, 0   ,        100
1764245021.330554,  6834,     362142,      0.362,        6, 0   ,        100
1764245021.330554,  6835,     200104,      0.200,        6, 0   ,        100
1764245021.330554,  6837,     314546,      0.315,        4, 0   ,        100
1764245021.330554,  6843,    8847629,      8.848,       77, 0   ,        100
1764245021.330554,  6858,    2205639,      2.206,      105, 0   ,        100
1764245021.330554,  6859,     225847,      0.226,        6, 0   ,        100
1764245021.330554,  6860,     216026,      0.216,        5, 0   ,        100
1764245021.330554,  6861,    1101866,      1.102,       13, 0   ,        100
1764245021.330554,  6862,    1018628,      1.019,       11, 0   ,        100
1764245021.330554,  6863,    1214382,      1.214,        6, 0   ,        100
1764245021.330554,  6866,     205281,      0.205,        2, 0   ,        100
1764245021.330554,  6882,    7375240,      7.375,        3, 0   ,        100
1764245021.330554,  6884,     236349,      0.236,        7, 0   ,        100
1764245021.330554,  6886,     217102,      0.217,        2, 0   ,        100
1764245021.330554,  6889,   12475280,     12.475,       37, 0   ,        100
1764245021.330554,  6891,     236168,      0.236,       10, 0   ,        100
1764245021.330554,  6893,    2739478,      2.739,       38, 0   ,        100
1764245021.330554,  6899,     765019,      0.765,       25, 0   ,        100
1764245021.330554,  6969,    6360845,      6.361,        9, 0   ,        100
1764245021.330554,  6970,    3215200,      3.215,       63, 0   ,        100
1764245021.330554,  6971,     817906,      0.818,       15, 0   ,        100
1764245021.330554,  6972,     827218,      0.827,       17, 0   ,        100
1764245021.330554,  6973,     241177,      0.241,        4, 0   ,        100
1764245021.330554,  6983,     813450,      0.813,       18, 0   ,        100
1764245021.330554,  6984,     842618,      0.843,       16, 0   ,        100
1764245021.330554,  7005,     256001,      0.256,        3, 0   ,        100
1764245021.330554,  7016,    3737663,      3.738,       65, 0   ,        100
1764245021.330554,  7022,     182835,      0.183,        3, 0   ,        100
1764245021.330554,  7023,     742114,      0.742,       16, 0   ,        100
1764245021.330554,  7024,     804856,      0.805,       14, 0   ,        100
1764245021.330554,  7056,     515756,      0.516,       45, 0   ,        100
1764245021.330554,  7057,     451742,      0.452,       57, 0   ,        100
1764245021.330554,  7058,     434309,      0.434,       49, 0   ,        100
1764245021.330554,  7059,     438375,      0.438,       67, 0   ,        100
1764245021.330554,  7060,    1317613,      1.318,       75, 0   ,        100
1764245021.330554,  7061,     258280,      0.258,        3, 0   ,        100
1764245021.330554,  7063,     450390,      0.450,       47, 0   ,        100
1764245021.330554,  7064,     463403,      0.463,       59, 0   ,        100
1764245021.330554,  7065,     502193,      0.502,       51, 0   ,        100
1764245021.330554,  7066,     457142,      0.457,       54, 0   ,        100
1764245021.330554,  7067,    1282914,      1.283,       76, 0   ,        100
1764245021.330554,  7092,    1277348,      1.277,        6, 0   ,        100
1764245021.330554,  7093,     758655,      0.759,       20, 0   ,        100
1764245021.330554,  7094,    1011147,      1.011,       17, 0   ,        100
1764245021.330554,  7106,    1601104,      1.601,        6, 0   ,        100
1764245021.330554,  7108,     712831,      0.713,       19, 0   ,        100
1764245021.330554,  7109,     901845,      0.902,       18, 0   ,        100
1764245021.330554,  7121,     425434,      0.425,        3, 0   ,        100
1764245021.330554,  7122,     431395,      0.431,        3, 0   ,        100
1764245021.330554,  7129,    1071827,      1.072,       50, 0   ,        100
1764245021.330554,  7168,  110947039,    110.947,      845, 0   ,        100
1764245021.330554,  7169,     950134,      0.950,       20, 0   ,        100
1764245021.330554,  7170,     996924,      0.997,       19, 0   ,        100
1764245021.330554,  7172,    1964045,      1.964,       23, 0   ,        100
1764245021.330554,  7174,     403058,      0.403,        4, 0   ,        100
1764245021.330554,  7175,     487764,      0.488,        5, 0   ,        100
1764245021.330554,  7176,     880391,      0.880,        6, 0   ,        100
1764245021.330554,  7182,     451279,      0.451,        4, 0   ,        100
1764245021.330554,  7187,   19676376,     19.676,     1314, 0   ,        100
1764245021.330554,  7189,    1132088,      1.132,       50, 0   ,        100
1764245021.330554,  7212,     725269,      0.725,       12, 0   ,        100
1764245021.330554,  7291,     987373,      0.987,       12, 0   ,        100
1764245021.330554,  7409,     294252,      0.294,        3, 0   ,        100
1764245021.330554,  7411,     761839,      0.762,       11, 0   ,        100
1764245021.330554,  7412,      39374,      0.039,        1, 0   ,        100
1764245021.330554,  7422,     795822,      0.796,       11, 0   ,        100
1764245021.330554,  7425,      39662,      0.040,        1, 0   ,        100
1764245021.330554,  7453,     337894,      0.338,        3, 0   ,        100
1764245021.330554,  7535,      43720,      0.044,        2, 0   ,        100
1764245021.330554, 10651,    4432594,      4.433,       81, 0   ,        100
1764245021.330554, 10653,     110890,      0.111,        5, 0   ,        100
1764245021.330554, 10658,      27330,      0.027,        1, 0   ,        100
1764245021.330554, 10659,     799503,      0.800,        4, 0   ,        100
1764245021.330554, 10662,     124921,      0.125,        4, 0   ,        100
1764245021.330554, 10839,    3628186,      3.628,       25, 0   ,        100
1764245021.330554, 11214,   79212708,     79.213,      421, 0   ,        100
1764245021.330554, 11235,    2394261,      2.394,        5, 0   ,        100
1764245021.330554, 11237,     164815,      0.165,        3, 0   ,        100
1764245021.330554, 11239,    1084899,      1.085,       29, 0   ,        100
1764245021.330554, 11240,  251324348,    251.324,     1505, 0   ,        100
