timestamp_s      , pid  , runtime_ns, runtime_ms, switches, nice, tickets
1764245022.669136, 52830,    3614396,      3.614,       24, 0   ,        100
1764245022.669136, 52831,    4282905,      4.283,       32, 0   ,        100
1764245022.669136, 52832,    4622658,      4.623,       38, 0   ,        100
1764245022.669136, 52833,    2773186,      2.773,       25, 0   ,        100
1764245022.669136, 52834,    3749269,      3.749,       33, 0   ,        100
1764245022.669136, 52835,    4320436,      4.320,       33, 0   ,        100
1764245022.669136, 52836,     692961,      0.693,       59, 0   ,        100
1764245022.669136, 52837,     139352,      0.139,        2, 0   ,        100
1764245022.669136, 52838,      72911,      0.073,        1, 0   ,        100
1764245022.669136, 52839,    1521967,      1.522,        3, 0   ,        100
1764245022.669136, 52840,     719251,      0.719,        1, 0   ,        100
1764245022.669136, 52841,    1360609,      1.361,        4, 0   ,        100
1764245022.669136, 52842,   17215362,     17.215,        4, 0   ,        100
1764245022.669136, 52843,    1667004,      1.667,        6, 0   ,        100
1764245022.669136, 52844,    3880048,      3.880,       12, 0   ,        100
1764245022.669136, 52845,    1267086,      1.267,        1, 0   ,        100
1764245022.669136, 52846,     850214,      0.850,        1, 0   ,        100
1764245022.669136, 52847,     778411,      0.778,        2, 0   ,        100
1764245022.669136, 52848,    2653168,      2.653,        1, 0   ,        100
1764245022.669136, 52849,    1559361,      1.559,        1, 0   ,        100
1764245022.669136, 52850,     518953,      0.519,        1, 0   ,        100
1764245022.669136, 52851,    2040533,      2.041,        4, 0   ,        100
1764245022.669136, 52852,     787358,      0.787,        1, 0   ,        100
1764245022.669136, 52853,    1823778,      1.824,        4, 0   ,        100
1764245022.669136, 52854,   15569527,     15.570,        3, 0   ,        100
1764245022.669136, 52855,    1516315,      1.516,        4, 0   ,        100
1764245022.669136, 52856,    2962620,      2.963,       13, 0   ,        100
1764245022.669136, 52857,    1057548,      1.058,        2, 0   ,        100
1764245022.669136, 52858,     775235,      0.775,        1, 0   ,        100
1764245022.669136, 52859,     693635,      0.694,        2, 0   ,        100
1764245022.669136, 52860,     501189,      0.501,       24, 0   ,        100
1764245022.669136, 52861,     436691,      0.437,       21, 0   ,        100
1764245022.669136, 52862,      90936,      0.091,        1, 0   ,        100
1764245022.669136, 52863,      87952,      0.088,        1, 0   ,        100
1764245022.669136, 52864,    4594774,      4.595,       82, 0   ,        100
1764245022.669136, 52865,     951858,      0.952,       27, 0   ,        100
1764245022.669136, 52866,    1298693,      1.299,       11, 0   ,        100
1764245022.669136, 52867,     848005,      0.848,       25, 0   ,        100
1764245022.669136, 52868,   80544128,     80.544,     3751, 0   ,        100
1764245022.669136, 52869,     256435,      0.256,        7, 0   ,        100
1764245022.669136, 52870,     305431,      0.305,       11, 0   ,        100
1764245022.669136, 52871,     259510,      0.260,        9, 0   ,        100
1764245022.669136, 52872,     191829,      0.192,        6, 0   ,        100
1764245022.669136, 52873,     265532,      0.266,        7, 0   ,        100
1764245022.669136, 52874,     243418,      0.243,        9, 0   ,        100
1764245022.669136, 52875,     193765,      0.194,        6, 0   ,        100
1764245022.669136, 52876,     189565,      0.190,        6, 0   ,        100
1764245022.669136, 52877,     182920,      0.183,        5, 0   ,        100
1764245022.669136, 52878,     173492,      0.173,        5, 0   ,        100
1764245022.669136, 52879,     185331,      0.185,        3, 0   ,        100
1764245022.669136, 52880,     105383,      0.105,        4, 0   ,        100
1764245022.669136, 52881,     175294,      0.175,        4, 0   ,        100
1764245022.669136, 52882,     102728,      0.103,        4, 0   ,        100
1764245022.669136, 52883,     214592,      0.215,        4, 0   ,        100
1764245022.669136, 52884,     145924,      0.146,        5, 0   ,        100
1764245022.669136, 52885,      98835,      0.099,        4, 0   ,        100
1764245022.669136, 52886,      69726,      0.070,        2, 0   ,        100
1764245022.669136, 52887,      81409,      0.081,        3, 0   ,        100
1764245022.669136, 52888,      65097,      0.065,        3, 0   ,        100
1764245022.669136, 52889,      57215,      0.057,        3, 0   ,        100
1764245022.669136, 52890,      79519,      0.080,        3, 0   ,        100
1764245022.669136, 52891,      83231,      0.083,        3, 0   ,        100
1764245022.669136, 52892,      90726,      0.091,        3, 0   ,        100
1764245022.669136, 52893,     109755,      0.110,        3, 0   ,        100
1764245022.669136, 52894,      99742,      0.100,        4, 0   ,        100
1764245022.669136, 52895,      66734,      0.067,        4, 0   ,        100
1764245022.669136, 52896,      41621,      0.042,        2, 0   ,        100
1764245022.669136, 52897,     225507,      0.226,        6, 0   ,        100
1764245022.669136, 52898,    8594975,      8.595,      118, 0   ,        100
1764245022.669136, 52899,     561286,      0.561,        2, 0   ,        100
1764245022.669136, 52900,  120998580,    120.999,    38471, 0   ,        100
1764245022.669136, 52901,    1017001,      1.017,       71, 0   ,        100
1764245022.669136, 52902,    1337974,      1.338,        1, 0   ,        100
1764245022.669136, 52903,     953079,      0.953,        1, 0   ,        100
1764245022.669136, 52904,     310144,      0.310,        1, 0   ,        100
1764245022.669136, 52905,    2616221,      2.616,        4, 0   ,        100
1764245022.669136, 52906,    1172623,      1.173,        2, 0   ,        100
1764245022.669136, 52907,    1988114,      1.988,        3, 0   ,        100
1764245022.669136, 52908,   14486910,     14.487,        3, 0   ,        100
1764245022.669136, 52909,    1989344,      1.989,        3, 0   ,        100
1764245022.669136, 52910,    8344417,      8.344,       36, 0   ,        100
1764245022.669136, 52911,    1686925,      1.687,        1, 0   ,        100
1764245022.669136, 52912,    1195585,      1.196,        2, 0   ,        100
1764245022.669136, 52913,    1185020,      1.185,        2, 0   ,        100
1764245022.669136, 52914,    1215288,      1.215,        2, 0   ,        100
1764245022.669136, 52915,    1104869,      1.105,        1, 0   ,        100
1764245022.669136, 52916,    1232925,      1.233,        2, 0   ,        100
1764245022.669136, 52917,    1039540,      1.040,        5, 0   ,        100
1764245022.669136, 52918,    3843529,      3.844,      109, 0   ,        100
1764245022.669136, 52919,    3445764,      3.446,      153, 0   ,        100
1764245022.669136, 52920,    3631430,      3.631,      279, 0   ,        100
1764245022.669136, 52921,    2595310,      2.595,      169, 0   ,        100
1764245022.669136, 52922,    1268270,      1.268,        6, 0   ,        100
1764245022.669136, 52923,     184100,      0.184,        1, 0   ,        100
1764245022.669136, 52924,    1974482,      1.974,        1, 0   ,        100
1764245022.669136, 52925,    1401350,      1.401,        1, 0   ,        100
1764245022.669136, 52926,     482529,      0.483,        2, 0   ,        100
1764245022.669136, 52927,    1443332,      1.443,        3, 0   ,        100
1764245022.669136, 52928,     416386,      0.416,        1, 0   ,        100
1764245022.669136, 52929,    1307075,      1.307,        1, 0   ,        100
1764245022.669136, 52930,     423025,      0.423,        1, 0   ,        100
1764245022.669136, 52931,    1243779,      1.244,        1, 0   ,        100
1764245022.669136, 52932,     547037,      0.547,        2, 0   ,        100
1764245022.669136, 52933,    1239881,      1.240,        1, 0   ,        100
1764245022.669136, 52934,     428319,      0.428,        1, 0   ,        100
1764245024.059599,     1,      63895,      0.064,        1, 0   ,        100
1764245024.059599,    15,      15192,      0.015,        1, 0   ,        100
1764245024.059599,    16,    1139992,      1.140,      137, 0   ,        100
1764245024.059599,    17,   24119641,     24.120,     2090, 0   ,        100
1764245024.059599,    18,    1919169,      1.919,      162, -120,        300
1764245024.059599,    23,    1535194,      1.535,      119, -120,        300
1764245024.059599,    24,     105843,      0.106,       14, 0   ,        100
1764245024.059599,    29,    1135823,      1.136,       92, -120,        300
1764245024.059599,    30,     260091,      0.260,       20, 0   ,        100
1764245024.059599,    35,    1281595,      1.282,      105, -120,        300
1764245024.059599,    36,     126556,      0.127,       17, 0   ,        100
1764245024.059599,    41,     796679,      0.797,       72, -120,        300
1764245024.059599,    42,     164924,      0.165,       20, 0   ,        100
1764245024.059599,    47,    1612003,      1.612,      100, -120,        300
1764245024.059599,    48,      73618,      0.074,        9, 0   ,        100
1764245024.059599,    53,    1150117,      1.150,       98, -120,        300
1764245024.059599,    54,     111138,      0.111,       13, 0   ,        100
1764245024.059599,    59,     906444,      0.906,       67, -120,        300
1764245024.059599,    60,     120966,      0.121,       11, 0   ,        100
1764245024.059599,    65,    2681761,      2.682,      159, -120,        300
1764245024.059599,    66,     237253,      0.237,       10, 0   ,        100
1764245024.059599,    71,    2218931,      2.219,      143, -120,        300
1764245024.059599,    72,     112638,      0.113,        6, 0   ,        100
1764245024.059599,    77,    1317895,      1.318,       84, -120,        300
1764245024.059599,    78,      61541,      0.062,        4, 0   ,        100
1764245024.059599,    83,    1241693,      1.242,       85, -120,        300
1764245024.059599,    84,      38638,      0.039,        3, 0   ,        100
1764245024.059599,    89,    1799448,      1.799,      107, -120,        300
1764245024.059599,    90,     242814,      0.243,       36, 0   ,        100
1764245024.059599,    95,     828166,      0.828,       52, -120,        300
1764245024.059599,   101,     842200,      0.842,       55, -120,        300
1764245024.059599,   102,      19212,      0.019,        2, 0   ,        100
1764245024.059599,   103,     482145,      0.482,       27, 0   ,        100
1764245024.059599,   107,     509347,      0.509,       36, -120,        300
1764245024.059599,   108,       9071,      0.009,        1, 0   ,        100
1764245024.059599,   113,    4118051,      4.118,      250, -120,        300
1764245024.059599,   114,     129064,      0.129,        6, 0   ,        100
1764245024.059599,   119,    2587042,      2.587,      157, -120,        300
1764245024.059599,   120,      17971,      0.018,        2, 0   ,        100
1764245024.059599,   125,    2068969,      2.069,      120, -120,        300
1764245024.059599,   126,      64324,      0.064,        4, 0   ,        100
1764245024.059599,   131,    1459407,      1.459,       90, -120,        300
1764245024.059599,   132,      62389,      0.062,        3, 0   ,        100
1764245024.059599,   133,     667352,      0.667,       41, 0   ,        100
1764245024.059599,   137,     288348,      0.288,       29, -120,        300
1764245024.059599,   138,     923839,      0.924,      120, 0   ,        100
1764245024.059599,   143,     203539,      0.204,       21, -120,        300
1764245024.059599,   144,     147429,      0.147,       16, 0   ,        100
1764245024.059599,   149,     174115,      0.174,       19, -120,        300
1764245024.059599,   150,      25985,      0.026,        6, 0   ,        100
1764245024.059599,   152,     101735,      0.102,        4, -20 ,        300
1764245024.059599,   155,     238594,      0.239,       23, -120,        300
1764245024.059599,   156,      16220,      0.016,        4, 0   ,        100
1764245024.059599,   157,     848491,      0.848,       38, 0   ,        100
1764245024.059599,   161,     130325,      0.130,       14, -120,        300
1764245024.059599,   162,      44417,      0.044,        7, 0   ,        100
1764245024.059599,   167,     144327,      0.144,       15, -120,        300
1764245024.059599,   168,      41698,      0.042,       11, 0   ,        100
1764245024.059599,   173,     113772,      0.114,       12, -120,        300
1764245024.059599,   174,      35204,      0.035,        4, 0   ,        100
1764245024.059599,   179,     137552,      0.138,       14, -120,        300
1764245024.059599,   180,      11385,      0.011,        2, 0   ,        100
1764245024.059599,   194,     628451,      0.628,       56, 0   ,        100
1764245024.059599,   196,     249905,      0.250,       10, 19  , 4294967206
1764245024.059599,   200,    8094200,      8.094,       56, -71 ,        300
1764245024.059599,   201,    1438058,      1.438,       70, 0   ,        100
1764245024.059599,   218,    1183092,      1.183,       62, 0   ,        100
1764245024.059599,   219,     732728,      0.733,      170, 0   ,        100
1764245024.059599,   224,     121038,      0.121,        6, -20 ,        300
1764245024.059599,   245,     562921,      0.563,       36, 0   ,        100
1764245024.059599,   246,     798457,      0.798,       41, 0   ,        100
1764245024.059599,   283,     199210,      0.199,        9, -20 ,        300
1764245024.059599,   286,     218744,      0.219,       14, -20 ,        300
1764245024.059599,   297,     318337,      0.318,       20, -20 ,        300
1764245024.059599,   298,      88730,      0.089,        3, -20 ,        300
1764245024.059599,   302,     110143,      0.110,        7, -20 ,        300
1764245024.059599,   304,     236433,      0.236,       11, -20 ,        300
1764245024.059599,   305,      23308,      0.023,        2, -20 ,        300
1764245024.059599,   306,     214525,      0.215,       11, -20 ,        300
1764245024.059599,   307,     177547,      0.178,        8, -20 ,        300
1764245024.059599,   309,     219019,      0.219,       18, -20 ,        300
1764245024.059599,   312,     323333,      0.323,       13, -20 ,        300
1764245024.059599,   313,     292244,      0.292,       12, -20 ,        300
1764245024.059599,   317,     136562,      0.137,        7, -20 ,        300
1764245024.059599,   327,     131206,      0.131,        4, -20 ,        300
1764245024.059599,   344,     388180,      0.388,       12, -20 ,        300
1764245024.059599,   347,      50612,      0.051,        3, -20 ,        300
1764245024.059599,   350,     156115,      0.156,        8, -20 ,        300
1764245024.059599,   352,      46413,      0.046,        4, -20 ,        300
1764245024.059599,   395,    1128114,      1.128,       55, 0   ,        100
1764245024.059599,   422,     551319,      0.551,       36, 0   ,        100
1764245024.059599,   425,    7668718,      7.669,     1052, 0   ,        100
1764245024.059599,   445,    2775091,      2.775,       58, 0   ,        100
1764245024.059599,   487,     974584,      0.975,        7, -1  ,        110
1764245024.059599,   624,     969759,      0.970,       56, 0   ,        100
1764245024.059599,   660,    2770117,      2.770,      248, 0   ,        100
1764245024.059599,   698,  930516121,    930.516,   178570, 0   ,        100
1764245024.059599,   737,   23765363,     23.765,      114, 0   ,        100
1764245024.059599,   738,    2113157,      2.113,       16, 0   ,        100
1764245024.059599,   774,    4276901,      4.277,      314, 0   ,        100
1764245024.059599,   776,    5068074,      5.068,      133, -71 ,        300
1764245024.059599,   778,     182736,      0.183,        5, 0   ,        100
1764245024.059599,   782,    2292625,      2.293,       36, 0   ,        100
1764245024.059599,   785,     558701,      0.559,       15, 0   ,        100
1764245024.059599,   788,    1231290,      1.231,        6, 0   ,        100
1764245024.059599,   790,    5635663,      5.636,       17, 0   ,        100
1764245024.059599,   795,    2219638,      2.220,        3, 0   ,        100
1764245024.059599,   817,     162238,      0.162,        2, 0   ,        100
1764245024.059599,   823,     191458,      0.191,        4, 0   ,        100
1764245024.059599,   831,     135829,      0.136,        4, 0   ,        100
1764245024.059599,   833,     121405,      0.121,        4, 0   ,        100
1764245024.059599,   843,      56266,      0.056,        2, 0   ,        100
1764245024.059599,   877,     310230,      0.310,        7, 0   ,        100
1764245024.059599,   880,     360699,      0.361,        6, 0   ,        100
1764245024.059599,   895,     649962,      0.650,       15, 0   ,        100
1764245024.059599,   999,  218170022,    218.170,    12424, -71 ,        300
1764245024.059599,  1017,     589534,      0.590,        1, 0   ,        100
1764245024.059599,  1042,      68052,      0.068,        1, 0   ,        100
1764245024.059599,  1044,    4540258,      4.540,       14, 0   ,        100
1764245024.059599,  1046,    4072044,      4.072,       13, 0   ,        100
1764245024.059599,  1066,     991004,      0.991,       53, 0   ,        100
1764245024.059599,  1080,     809928,      0.810,       42, 0   ,        100
1764245024.059599,  1482,     107294,      0.107,        5, 0   ,        100
1764245024.059599,  1483,      80648,      0.081,        4, -120,        300
1764245024.059599,  1685,     102570,      0.103,        3, 0   ,        100
1764245024.059599,  1915,     155112,      0.155,        1, 0   ,        100
1764245024.059599,  1923,     115809,      0.116,        2, -11 ,        210
1764245024.059599,  1924,     378734,      0.379,       16, 0   ,        100
1764245024.059599,  1925,  209163254,    209.163,     2916, -11 ,        210
1764245024.059599,  1934,      47336,      0.047,        2, 0   ,        100
1764245024.059599,  1936,     172376,      0.172,        2, 0   ,        100
1764245024.059599,  1946,   55496740,     55.497,      642, 0   ,        100
1764245024.059599,  1982,  568892063,    568.892,     1065, 0   ,        100
1764245024.059599,  1991,  261803398,    261.803,     2874, -26 ,        300
1764245024.059599,  2037,    2329694,      2.330,       38, 0   ,        100
1764245024.059599,  2205,     272749,      0.273,        6, 0   ,        100
1764245024.059599,  2277,  626136753,    626.137,      783, 0   ,        100
1764245024.059599,  2279,     445498,      0.445,        7, 0   ,        100
1764245024.059599,  2281,   48001755,     48.002,      346, 0   ,        100
1764245024.059599,  2299,    3061630,      3.062,       24, 0   ,        100
1764245024.059599,  2300,    3316870,      3.317,       22, 0   ,        100
1764245024.059599,  2301,    3080217,      3.080,       27, 0   ,        100
1764245024.059599,  2302,    1095025,      1.095,       28, 0   ,        100
1764245024.059599,  2303,    1562885,      1.563,       28, 0   ,        100
1764245024.059599,  2304,    1786241,      1.786,       22, 0   ,        100
1764245024.059599,  2305,    1104994,      1.105,       38, 0   ,        100
1764245024.059599,  2306,    1770857,      1.771,       22, 0   ,        100
1764245024.059599,  2340,     190913,      0.191,        4, 0   ,        100
1764245024.059599,  2365,     770012,      0.770,       29, 0   ,        100
1764245024.059599,  2390,     226251,      0.226,        1, 0   ,        100
1764245024.059599,  2396,     127284,      0.127,        2, 0   ,        100
1764245024.059599,  2446,    1065449,      1.065,       13, 0   ,        100
1764245024.059599,  2460,     392177,      0.392,        5, 0   ,        100
1764245024.059599,  2477,     608068,      0.608,        5, 0   ,        100
1764245024.059599,  2498,    2225036,      2.225,        7, 0   ,        100
1764245024.059599,  2504,    5483237,      5.483,       38, 0   ,        100
1764245024.059599,  2506,  752815551,    752.816,     2533, 0   ,        100
1764245024.059599,  2513,    2867693,      2.868,        8, 0   ,        100
1764245024.059599,  2516,     258507,      0.259,        2, 0   ,        100
1764245024.059599,  2524,   11021841,     11.022,       46, 0   ,        100
1764245024.059599,  2548,     328048,      0.328,        7, 0   ,        100
1764245024.059599,  2560,    1137809,      1.138,        3, 0   ,        100
1764245024.059599,  2590,     194362,      0.194,        2, 0   ,        100
1764245024.059599,  2645,   77044555,     77.045,     5472, 0   ,        100
1764245024.059599,  2650,     862352,      0.862,       20, 0   ,        100
1764245024.059599,  2653,     889844,      0.890,       18, 0   ,        100
1764245024.059599,  2657,      77624,      0.078,        2, 19  , 4294967206
1764245024.059599,  2686,     922628,      0.923,       21, 0   ,        100
1764245024.059599,  2687,    1101928,      1.102,       19, 0   ,        100
1764245024.059599,  2692,    3512047,      3.512,       43, 0   ,        100
1764245024.059599,  2738,     114973,      0.115,        1, 0   ,        100
1764245024.059599,  2742,   69760318,     69.760,     5481, 0   ,        100
1764245024.059599,  2743,   80536050,     80.536,     5470, 0   ,        100
1764245024.059599,  2800,    3291505,      3.292,        5, 19  , 4294967206
1764245024.059599,  2869,     902927,      0.903,       18, 0   ,        100
1764245024.059599,  2870,    1252798,      1.253,       24, 0   ,        100
1764245024.059599,  2881,    1808515,      1.809,        7, 0   ,        100
1764245024.059599,  2885,      34404,      0.034,        3, 0   ,        100
1764245024.059599,  2899,    3545182,      3.545,        7, 0   ,        100
1764245024.059599,  2900,     234534,      0.235,        4, 0   ,        100
1764245024.059599,  2902,    1222479,      1.222,       18, 0   ,        100
1764245024.059599,  2903,    5247748,      5.248,       12, 0   ,        100
1764245024.059599,  2904,      80671,      0.081,        5, 0   ,        100
1764245024.059599,  2921,      98917,      0.099,        1, 0   ,        100
1764245024.059599,  2922,   60908301,     60.908,       90, 0   ,        100
1764245024.059599,  2944,   12938283,     12.938,       26, 0   ,        100
1764245024.059599,  2945,    2964853,      2.965,       60, 0   ,        100
1764245024.059599,  2946,   10315436,     10.315,       28, 0   ,        100
1764245024.059599,  3003,    2689283,      2.689,      102, 0   ,        100
1764245024.059599,  3010,   12186920,     12.187,       14, 0   ,        100
1764245024.059599,  3026,     659182,      0.659,        7, 0   ,        100
1764245024.059599,  3028,     151362,      0.151,        1, 0   ,        100
1764245024.059599,  3074,    9144720,      9.145,       14, 0   ,        100
1764245024.059599,  3078,    9040639,      9.041,       16, 0   ,        100
1764245024.059599,  3079,    6837955,      6.838,       14, 0   ,        100
1764245024.059599,  3097,      97633,      0.098,        2, 0   ,        100
1764245024.059599,  3103,     547519,      0.548,        6, 0   ,        100
1764245024.059599,  3153,      80334,      0.080,        2, 0   ,        100
1764245024.059599,  3216,    1045944,      1.046,        7, 0   ,        100
1764245024.059599,  3221,      87992,      0.088,        1, 0   ,        100
1764245024.059599,  3227,    1585661,      1.586,       36, 0   ,        100
1764245024.059599,  3230,     980003,      0.980,       25, 0   ,        100
1764245024.059599,  3233,     992853,      0.993,       23, 0   ,        100
1764245024.059599,  3238,      85150,      0.085,        2, 0   ,        100
1764245024.059599,  3252,      86319,      0.086,        2, 0   ,        100
1764245024.059599,  3254,    6982138,      6.982,       12, 0   ,        100
1764245024.059599,  3255,    6710726,      6.711,       16, 0   ,        100
1764245024.059599,  3298,      48543,      0.049,        1, 0   ,        100
1764245024.059599,  3309,    3188078,      3.188,       35, 0   ,        100
1764245024.059599,  3313,      55021,      0.055,        3, 0   ,        100
1764245024.059599,  3354,      53881,      0.054,        1, 0   ,        100
1764245024.059599,  3355,      75085,      0.075,        3, 0   ,        100
1764245024.059599,  3356,      62222,      0.062,        1, 0   ,        100
1764245024.059599,  3357,     127152,      0.127,        1, 0   ,        100
1764245024.059599,  3359,    4624599,      4.625,      730, 0   ,        100
1764245024.059599,  3362,    7591196,      7.591,      142, 0   ,        100
1764245024.059599,  3365,    4182932,      4.183,       73, 0   ,        100
1764245024.059599,  3367,     567048,      0.567,        2, 0   ,        100
1764245024.059599,  3372,     622230,      0.622,        7, 0   ,        100
1764245024.059599,  3373,     510940,      0.511,        9, 0   ,        100
1764245024.059599,  3374,     781644,      0.782,        7, 0   ,        100
1764245024.059599,  3375,     199062,      0.199,        6, 0   ,        100
1764245024.059599,  3376,     438412,      0.438,        2, 0   ,        100
1764245024.059599,  3495,      50815,      0.051,        1, 0   ,        100
1764245024.059599,  3496,     434401,      0.434,        9, 0   ,        100
1764245024.059599,  3498,      79037,      0.079,        1, 0   ,        100
1764245024.059599,  3499,      79061,      0.079,        4, 0   ,        100
1764245024.059599,  3500,      54268,      0.054,        3, 0   ,        100
1764245024.059599,  3504,     114442,      0.114,        2, 0   ,        100
1764245024.059599,  3505,     134794,      0.135,        1, 0   ,        100
1764245024.059599,  3506,    9791158,      9.791,       46, 0   ,        100
1764245024.059599,  3509,     897900,      0.898,        2, 0   ,        100
1764245024.059599,  3510,     547351,      0.547,        1, 0   ,        100
1764245024.059599,  3511,    1468505,      1.469,        3, 0   ,        100
1764245024.059599,  3512,    3456623,      3.457,       29, 0   ,        100
1764245024.059599,  3513,    2096557,      2.097,       37, 0   ,        100
1764245024.059599,  3514,    1560682,      1.561,        7, 0   ,        100
1764245024.059599,  3515,      90119,      0.090,        1, 0   ,        100
1764245024.059599,  3517,    1334224,      1.334,       11, 0   ,        100
1764245024.059599,  3518,     462319,      0.462,        1, 0   ,        100
1764245024.059599,  3519,     517747,      0.518,        1, 0   ,        100
1764245024.059599,  3522,    1429016,      1.429,       14, 0   ,        100
1764245024.059599,  3523,     735578,      0.736,        2, 0   ,        100
1764245024.059599,  3524,    3160576,      3.161,       52, 0   ,        100
1764245024.059599,  3525,     553068,      0.553,        3, 0   ,        100
1764245024.059599,  3526,    2022335,      2.022,       12, 0   ,        100
1764245024.059599,  3527,     516786,      0.517,        1, 0   ,        100
1764245024.059599,  3536,   47201365,     47.201,       79, 0   ,        100
1764245024.059599,  3538,      65766,      0.066,        1, 0   ,        100
1764245024.059599,  3553,    2402622,      2.403,        1, 0   ,        100
1764245024.059599,  3560,     113252,      0.113,        3, 0   ,        100
1764245024.059599,  3574,     143915,      0.144,        2, 0   ,        100
1764245024.059599,  3578,      52004,      0.052,        1, 0   ,        100
1764245024.059599,  3585,     450188,      0.450,        9, 0   ,        100
1764245024.059599,  3587,    6667864,      6.668,      102, 0   ,        100
1764245024.059599,  3591,   35565150,     35.565,      111, 0   ,        100
1764245024.059599,  3594,  144329632,    144.330,      800, 0   ,        100
1764245024.059599,  3596,   86216830,     86.217,       87, 0   ,        100
1764245024.059599,  3602,   92572233,     92.572,      138, 0   ,        100
1764245024.059599,  3705,    5312199,      5.312,      279, 0   ,        100
1764245024.059599,  3708,    8875175,      8.875,       98, 0   ,        100
1764245024.059599,  3711,      39036,      0.039,        1, 0   ,        100
1764245024.059599,  3715,   11653662,     11.654,      559, 0   ,        100
1764245024.059599,  3739,     907996,      0.908,       56, 0   ,        100
1764245024.059599,  3740,    1424204,      1.424,       56, 0   ,        100
1764245024.059599,  3798,    1452897,      1.453,       50, 0   ,        100
1764245024.059599,  3818,   81494029,     81.494,       89, 0   ,        100
1764245024.059599,  3878,    6179034,      6.179,      280, 0   ,        100
1764245024.059599,  3879,    5925235,      5.925,      279, 0   ,        100
1764245024.059599,  3880,    6693872,      6.694,      288, 0   ,        100
1764245024.059599,  3881,    5970486,      5.970,      279, 0   ,        100
1764245024.059599,  3882,    5242254,      5.242,      280, 0   ,        100
1764245024.059599,  3883,    5661344,      5.661,      279, 0   ,        100
1764245024.059599,  3884,    5643156,      5.643,      282, 0   ,        100
1764245024.059599,  3885,    5373393,      5.373,      282, 0   ,        100
1764245024.059599,  3886,    6054971,      6.055,      281, 0   ,        100
1764245024.059599,  3887,    5373847,      5.374,      280, 0   ,        100
1764245024.059599,  3888,    5814129,      5.814,      280, 0   ,        100
1764245024.059599,  3889,    5165923,      5.166,      279, 0   ,        100
1764245024.059599,  3890,    5685036,      5.685,      292, 0   ,        100
1764245024.059599,  3891,    6230738,      6.231,      292, 0   ,        100
1764245024.059599,  3892,    5774483,      5.774,      280, 0   ,        100
1764245024.059599,  3893,    6305733,      6.306,      279, 0   ,        100
1764245024.059599,  3894,    6084357,      6.084,      279, 0   ,        100
1764245024.059599,  3895,    6842883,      6.843,      286, 0   ,        100
1764245024.059599,  3896,    6637835,      6.638,      285, 0   ,        100
1764245024.059599,  3897,    5508585,      5.509,      280, 0   ,        100
1764245024.059599,  3898,    6236096,      6.236,      279, 0   ,        100
1764245024.059599,  3899,    5872795,      5.873,      279, 0   ,        100
1764245024.059599,  3900,    5562107,      5.562,      283, 0   ,        100
1764245024.059599,  3901,    5970450,      5.970,      280, 0   ,        100
1764245024.059599,  3902,    7095051,      7.095,      280, 0   ,        100
1764245024.059599,  3903,    5904789,      5.905,      287, 0   ,        100
1764245024.059599,  3904,    7218419,      7.218,      281, 0   ,        100
1764245024.059599,  3905,    6001151,      6.001,      278, 0   ,        100
1764245024.059599,  3988,  305798356,    305.798,     5460, 0   ,        100
1764245024.059599,  3989,   71225349,     71.225,     5482, 0   ,        100
1764245024.059599,  3994,    4179893,      4.180,      279, 0   ,        100
1764245024.059599,  4025,    3465210,      3.465,       56, 0   ,        100
1764245024.059599,  4047,  225757054,    225.757,    33496, 0   ,        100
1764245024.059599,  4048,  229785761,    229.786,    33833, 0   ,        100
1764245024.059599,  4049,  225321711,    225.322,    31471, 0   ,        100
1764245024.059599,  4050,  220988682,    220.989,    30916, 0   ,        100
1764245024.059599,  4051,     861386,      0.861,       28, 0   ,        100
1764245024.059599,  4054,   11703510,     11.704,      185, 0   ,        100
1764245024.059599,  4055,    9303381,      9.303,      128, 0   ,        100
1764245024.059599,  4057,   29213779,     29.214,       96, 0   ,        100
1764245024.059599,  4065,   45647700,     45.648,     2770, 0   ,        100
1764245024.059599,  4066,   47262184,     47.262,     2761, 0   ,        100
1764245024.059599,  4074,   21644745,     21.645,      281, 0   ,        100
1764245024.059599,  4119,    3822708,      3.823,       57, 0   ,        100
1764245024.059599,  4124,   27084802,     27.085,      656, 0   ,        100
1764245024.059599,  4177,     897153,      0.897,       13, 0   ,        100
1764245024.059599,  4178,    1130744,      1.131,       12, 0   ,        100
1764245024.059599,  4179,    2214604,      2.215,      193, 0   ,        100
1764245024.059599,  4180,    3284190,      3.284,       87, 0   ,        100
1764245024.059599,  4181,    5788484,      5.788,      243, 0   ,        100
1764245024.059599,  4197,    1595528,      1.596,       29, 0   ,        100
1764245024.059599,  4200,   45193159,     45.193,     2765, 0   ,        100
1764245024.059599,  4201,   43973252,     43.973,     2766, 0   ,        100
1764245024.059599,  4205,    5758851,      5.759,      111, 0   ,        100
1764245024.059599,  4269,    4692662,      4.693,      115, 0   ,        100
1764245024.059599,  4369,      45049,      0.045,        1, 0   ,        100
1764245024.059599,  5140,    8544947,      8.545,       66, 0   ,        100
1764245024.059599,  5141,     705905,      0.706,       23, 0   ,        100
1764245024.059599,  5142,     113756,      0.114,        2, 0   ,        100
1764245024.059599,  5164,      92780,      0.093,        2, 0   ,        100
1764245024.059599,  5251,    5446042,      5.446,      279, 0   ,        100
1764245024.059599,  5362,   77548799,     77.549,     5476, 0   ,        100
