iteration, timestamp_s      , pid  , runtime_ns, runtime_ms, delta_ns , delta_ms, rolling_runtime_ms, switches, nice, tickets, ticket_share
        2, 1764308936.218555,  2489,     614516,      0.615,         0,    0.000,              0.000,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  2490,     574243,      0.574,         0,    0.000,              0.000,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  2491,     113573,      0.114,         0,    0.000,              0.000,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  2526,     141476,      0.141,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  2550,     324239,      0.324,     20693,    0.021,              0.010,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  2595,    4164453,      4.164,         0,    0.000,              0.000,       70, 0   ,     100,     0.001474
        2, 1764308936.218555,  2617,    1281825,      1.282,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  2624,    1318998,      1.319,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  2626,    1347990,      1.348,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  2629,    1216642,      1.217,         0,    0.000,              0.000,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  2638,     137565,      0.138,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  2647,    1247036,      1.247,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  2653,    1947402,      1.947,         0,    0.000,              0.000,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  2658,     261532,      0.262,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  2671,     925613,      0.926,     56925,    0.057,              0.028,       41, 0   ,     100,     0.001474
        2, 1764308936.218555,  2679,    4986904,      4.987,    532831,    0.533,              0.266,       32, 0   ,     100,     0.001474
        2, 1764308936.218555,  2682,    1302246,      1.302,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  2687,  156585852,    156.586,         0,    0.000,              0.000,      258, 0   ,     100,     0.001474
        2, 1764308936.218555,  2690,  389938086,    389.938,  29283987,   29.284,             14.642,     1179, 0   ,     100,     0.001474
        2, 1764308936.218555,  2695,    4497352,      4.497,    212229,    0.212,              0.106,       31, 0   ,     100,     0.001474
        2, 1764308936.218555,  2697,    1677256,      1.677,         0,    0.000,              0.000,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  2707,    9436265,      9.436,   1129670,    1.130,              0.565,       49, 0   ,     100,     0.001474
        2, 1764308936.218555,  2739,     213852,      0.214,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  2750,    3613152,      3.613,         0,    0.000,              0.000,       97, 0   ,     100,     0.001474
        2, 1764308936.218555,  2783,    1794054,      1.794,         0,    0.000,              0.000,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  2829,   51792510,     51.793,   3819445,    3.819,              1.910,     3114, 0   ,     100,     0.001474
        2, 1764308936.218555,  2866,     683455,      0.683,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  2867,     856374,      0.856,     53893,    0.054,              0.027,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  2868,      88024,      0.088,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  2878,     667820,      0.668,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  2879,     985382,      0.985,     41467,    0.041,              0.021,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  2883,    2482257,      2.482,    400826,    0.401,              0.200,       20, 0   ,     100,     0.001474
        2, 1764308936.218555,  2903,   54294344,     54.294,   3401670,    3.402,              1.701,     3110, 0   ,     100,     0.001474
        2, 1764308936.218555,  2904,   49494886,     49.495,   4086711,    4.087,              2.043,     3129, 0   ,     100,     0.001474
        2, 1764308936.218555,  2925,     231935,      0.232,     49571,    0.050,              0.025,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  2944,     243572,      0.244,     31968,    0.032,              0.016,        8, 0   ,     100,     0.001474
        2, 1764308936.218555,  3050,     734477,      0.734,         0,    0.000,              0.000,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  3051,     697370,      0.697,     37677,    0.038,              0.019,       10, 0   ,     100,     0.001474
        2, 1764308936.218555,  3070,    1363393,      1.363,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  3081,     818437,      0.818,    187367,    0.187,              0.094,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  3082,     181672,      0.182,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  3086,     489341,      0.489,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  3087,    1976352,      1.976,         0,    0.000,              0.000,        6, 0   ,     100,     0.001474
        2, 1764308936.218555,  3093,   16229083,     16.229,   4197880,    4.198,              2.099,       38, 0   ,     100,     0.001474
        2, 1764308936.218555,  3106,     502578,      0.503,         0,    0.000,              0.000,        3, 0   ,     100,     0.001474
        2, 1764308936.218555,  3107,    1838829,      1.839,    479115,    0.479,              0.240,       20, 0   ,     100,     0.001474
        2, 1764308936.218555,  3108,      66931,      0.067,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  3141,    1983863,      1.984,    159245,    0.159,              0.080,       58, 0   ,     100,     0.001474
        2, 1764308936.218555,  3212,     598953,      0.599,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  3220,     622799,      0.623,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  3292,     579840,      0.580,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  3369,      54999,      0.055,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  3407,     636815,      0.637,    154642,    0.155,              0.077,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  3418,     847953,      0.848,         0,    0.000,              0.000,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  3419,     815586,      0.816,     44953,    0.045,              0.022,       13, 0   ,     100,     0.001474
        2, 1764308936.218555,  3421,      79294,      0.079,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  3423,    5177523,      5.178,         0,    0.000,              0.000,      106, 0   ,     100,     0.001474
        2, 1764308936.218555,  3424,   17890414,     17.890,         0,    0.000,              0.000,      806, 0   ,     100,     0.001474
        2, 1764308936.218555,  3456,   54134497,     54.134,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  3499,    4099731,      4.100,    108173,    0.108,              0.054,       33, 0   ,     100,     0.001474
        2, 1764308936.218555,  3531,      76481,      0.076,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  3532,      51778,      0.052,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  3533,      99331,      0.099,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  3546,    3938644,      3.939,    235888,    0.236,              0.118,      426, 0   ,     100,     0.001474
        2, 1764308936.218555,  3566,     747649,      0.748,         0,    0.000,              0.000,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  3684,    6221017,      6.221,    560571,    0.561,              0.280,       93, 0   ,     100,     0.001474
        2, 1764308936.218555,  3689,    4379082,      4.379,         0,    0.000,              0.000,       55, 0   ,     100,     0.001474
        2, 1764308936.218555,  3697,    2046259,      2.046,         0,    0.000,              0.000,       33, 0   ,     100,     0.001474
        2, 1764308936.218555,  3718,   32449493,     32.449,         0,    0.000,              0.000,       42, 0   ,     100,     0.001474
        2, 1764308936.218555,  3749,    4504024,      4.504,   4281423,    4.281,              2.141,        3, 0   ,     100,     0.001474
        2, 1764308936.218555,  3762,     128146,      0.128,         0,    0.000,              0.000,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  3775,     148771,      0.149,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  3786,     715000,      0.715,         0,    0.000,              0.000,        6, 0   ,     100,     0.001474
        2, 1764308936.218555,  3788,    2270637,      2.271,    345121,    0.345,              0.173,       36, 0   ,     100,     0.001474
        2, 1764308936.218555,  3789,    2231876,      2.232,     44372,    0.044,              0.022,       28, 0   ,     100,     0.001474
        2, 1764308936.218555,  3807,    4835206,      4.835,    154159,    0.154,              0.077,       59, 0   ,     100,     0.001474
        2, 1764308936.218555,  3811,   27248207,     27.248,         0,    0.000,              0.000,       71, 0   ,     100,     0.001474
        2, 1764308936.218555,  3822,  106027995,    106.028,    401794,    0.402,              0.201,      419, 0   ,     100,     0.001474
        2, 1764308936.218555,  3836,   61457421,     61.457,         0,    0.000,              0.000,       56, 0   ,     100,     0.001474
        2, 1764308936.218555,  3846,   65224752,     65.225,    432049,    0.432,              0.216,       75, 0   ,     100,     0.001474
        2, 1764308936.218555,  3942,   51639036,     51.639,   2146205,    2.146,              1.073,       55, 0   ,     100,     0.001474
        2, 1764308936.218555,  3995,    4196873,      4.197,    174244,    0.174,              0.087,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  3996,    3680353,      3.680,    231608,    0.232,              0.116,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  3997,    4136243,      4.136,    329096,    0.329,              0.165,      166, 0   ,     100,     0.001474
        2, 1764308936.218555,  3998,    3390825,      3.391,    232440,    0.232,              0.116,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  3999,    4111163,      4.111,    327816,    0.328,              0.164,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4000,    4098428,      4.098,    291400,    0.291,              0.146,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4001,    4220003,      4.220,    329104,    0.329,              0.165,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4002,    4253590,      4.254,    284424,    0.284,              0.142,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4003,    3964170,      3.964,    328343,    0.328,              0.164,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4004,    3705017,      3.705,    345088,    0.345,              0.173,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4005,    3780396,      3.780,    267917,    0.268,              0.134,      171, 0   ,     100,     0.001474
        2, 1764308936.218555,  4006,    3562240,      3.562,    294081,    0.294,              0.147,      172, 0   ,     100,     0.001474
        2, 1764308936.218555,  4007,    3826628,      3.827,    327754,    0.328,              0.164,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4008,    4336627,      4.337,    333860,    0.334,              0.167,      167, 0   ,     100,     0.001474
        2, 1764308936.218555,  4009,    4132158,      4.132,    318846,    0.319,              0.159,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4010,    3615954,      3.616,    266881,    0.267,              0.133,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4011,    3627788,      3.628,    254792,    0.255,              0.127,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4012,    3659089,      3.659,    244620,    0.245,              0.122,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4013,    3789298,      3.789,    314608,    0.315,              0.157,      169, 0   ,     100,     0.001474
        2, 1764308936.218555,  4014,    4135090,      4.135,    294420,    0.294,              0.147,      161, 0   ,     100,     0.001474
        2, 1764308936.218555,  4015,    3598004,      3.598,    237271,    0.237,              0.119,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4016,    3383744,      3.384,    265492,    0.265,              0.133,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4017,    4196120,      4.196,    334682,    0.335,              0.167,      161, 0   ,     100,     0.001474
        2, 1764308936.218555,  4018,    3492959,      3.493,    323668,    0.324,              0.162,      161, 0   ,     100,     0.001474
        2, 1764308936.218555,  4019,    3175675,      3.176,    232546,    0.233,              0.116,      161, 0   ,     100,     0.001474
        2, 1764308936.218555,  4020,    3798087,      3.798,    250532,    0.251,              0.125,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4021,    4154155,      4.154,    294111,    0.294,              0.147,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4022,    3539308,      3.539,    258727,    0.259,              0.129,      160, 0   ,     100,     0.001474
        2, 1764308936.218555,  4081,    2242001,      2.242,    173114,    0.173,              0.087,       32, 0   ,     100,     0.001474
        2, 1764308936.218555,  4126,  135883270,    135.883,    104150,    0.104,              0.052,    19978, 0   ,     100,     0.001474
        2, 1764308936.218555,  4127,  138084870,    138.085,    211926,    0.212,              0.106,    19796, 0   ,     100,     0.001474
        2, 1764308936.218555,  4128,  141374133,    141.374,     90059,    0.090,              0.045,    19790, 0   ,     100,     0.001474
        2, 1764308936.218555,  4129,  137414446,    137.414,     50365,    0.050,              0.025,    18974, 0   ,     100,     0.001474
        2, 1764308936.218555,  4130,     420835,      0.421,     52666,    0.053,              0.026,       16, 0   ,     100,     0.001474
        2, 1764308936.218555,  4133,    8038650,      8.039,    205561,    0.206,              0.103,      109, 0   ,     100,     0.001474
        2, 1764308936.218555,  4134,    6406236,      6.406,    462328,    0.462,              0.231,       75, 0   ,     100,     0.001474
        2, 1764308936.218555,  4136,   23160022,     23.160,   1147120,    1.147,              0.574,       58, 0   ,     100,     0.001474
        2, 1764308936.218555,  4138,   27831183,     27.831,   2090369,    2.090,              1.045,     1580, 0   ,     100,     0.001474
        2, 1764308936.218555,  4139,   32703158,     32.703,   2107379,    2.107,              1.054,     1577, 0   ,     100,     0.001474
        2, 1764308936.218555,  4156,   14856346,     14.856,   1176557,    1.177,              0.588,      159, 0   ,     100,     0.001474
        2, 1764308936.218555,  4197,    2352074,      2.352,    189059,    0.189,              0.095,       33, 0   ,     100,     0.001474
        2, 1764308936.218555,  4199,   19088018,     19.088,   1173139,    1.173,              0.587,      375, 0   ,     100,     0.001474
        2, 1764308936.218555,  4278,     737962,      0.738,         0,    0.000,              0.000,        8, 0   ,     100,     0.001474
        2, 1764308936.218555,  4279,     804288,      0.804,         0,    0.000,              0.000,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  4280,    1695105,      1.695,         0,    0.000,              0.000,      100, 0   ,     100,     0.001474
        2, 1764308936.218555,  4281,    1874401,      1.874,     94427,    0.094,              0.047,       51, 0   ,     100,     0.001474
        2, 1764308936.218555,  4282,    3613804,      3.614,    243421,    0.243,              0.122,      135, 0   ,     100,     0.001474
        2, 1764308936.218555,  4297,     786643,      0.787,     28305,    0.028,              0.014,       15, 0   ,     100,     0.001474
        2, 1764308936.218555,  4301,   30893155,     30.893,   2019254,    2.019,              1.010,     1575, 0   ,     100,     0.001474
        2, 1764308936.218555,  4302,   29054793,     29.055,   2440862,    2.441,              1.220,     1576, 0   ,     100,     0.001474
        2, 1764308936.218555,  4305,    4162784,      4.163,    294176,    0.294,              0.147,       63, 0   ,     100,     0.001474
        2, 1764308936.218555,  4405,    2802305,      2.802,    121091,    0.121,              0.061,       67, 0   ,     100,     0.001474
        2, 1764308936.218555,  4544,    1031617,      1.032,    117067,    0.117,              0.059,       35, 0   ,     100,     0.001474
        2, 1764308936.218555,  5361,    1551309,      1.551,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  5364,     187392,      0.187,     42042,    0.042,              0.021,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  6831,    1652545,      1.653,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  6900,  418775917,    418.776,         0,    0.000,              0.000,     1445, 0   ,     100,     0.001474
        2, 1764308936.218555,  6902,   27060254,     27.060,         0,    0.000,              0.000,      223, 0   ,     100,     0.001474
        2, 1764308936.218555,  6984,   55724681,     55.725,         0,    0.000,              0.000,      286, 0   ,     100,     0.001474
        2, 1764308936.218555,  6986,   17299245,     17.299,         0,    0.000,              0.000,      424, 0   ,     100,     0.001474
        2, 1764308936.218555,  7006,    7659601,      7.660,         0,    0.000,              0.000,      204, 0   ,     100,     0.001474
        2, 1764308936.218555,  7008,   20971731,     20.972,         0,    0.000,              0.000,      212, 0   ,     100,     0.001474
        2, 1764308936.218555,  7009,    9898705,      9.899,         0,    0.000,              0.000,      201, 0   ,     100,     0.001474
        2, 1764308936.218555,  7012,      19499,      0.019,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  7018,     100842,      0.101,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  7066,    1232517,      1.233,         0,    0.000,              0.000,       39, 0   ,     100,     0.001474
        2, 1764308936.218555,  7116,  261089291,    261.089,  32076598,   32.077,             16.038,     3083, 0   ,     100,     0.001474
        2, 1764308936.218555,  7132,    1142981,      1.143,         0,    0.000,              0.000,       18, 0   ,     100,     0.001474
        2, 1764308936.218555,  7133,     932829,      0.933,     37504,    0.038,              0.019,       18, 0   ,     100,     0.001474
        2, 1764308936.218555,  7136,   29213474,     29.213,    974537,    0.975,              0.487,      594, 0   ,     100,     0.001474
        2, 1764308936.218555,  7139,     394202,      0.394,     91800,    0.092,              0.046,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  7140,     940501,      0.941,     26483,    0.026,              0.013,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  7141,     542738,      0.543,    354968,    0.355,              0.177,        4, 0   ,     100,     0.001474
        2, 1764308936.218555,  7143,     153941,      0.154,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  7149,    6818584,      6.819,         0,    0.000,              0.000,       54, 0   ,     100,     0.001474
        2, 1764308936.218555,  7158,    1686158,      1.686,         0,    0.000,              0.000,        7, 0   ,     100,     0.001474
        2, 1764308936.218555,  7159,  408675762,    408.676,  67286235,   67.286,             33.643,     3670, 0   ,     100,     0.001474
        2, 1764308936.218555,  7162,   12177110,     12.177,   8764172,    8.764,              4.382,     3694, 0   ,     100,     0.001474
        2, 1764308936.218555,  7164,    5590396,      5.590,   3328150,    3.328,              1.664,      948, 0   ,     100,     0.001474
        2, 1764308936.218555,  7165,    5135672,      5.136,   3482898,    3.483,              1.741,      927, 0   ,     100,     0.001474
        2, 1764308936.218555,  7166,    4939482,      4.939,   3369226,    3.369,              1.685,      942, 0   ,     100,     0.001474
        2, 1764308936.218555,  7167,    4691221,      4.691,   3132622,    3.133,              1.566,      963, 0   ,     100,     0.001474
        2, 1764308936.218555,  7168,    1015350,      1.015,    157140,    0.157,              0.079,        5, 0   ,     100,     0.001474
        2, 1764308936.218555,  7172,   12770706,     12.771,    990782,    0.991,              0.495,       33, 0   ,     100,     0.001474
        2, 1764308936.218555,  7210,  769291144,    769.291,  89400461,   89.400,             44.700,     1447, 0   ,     100,     0.001474
        2, 1764308936.218555,  7211,     692714,      0.693,     74336,    0.074,              0.037,       10, 0   ,     100,     0.001474
        2, 1764308936.218555,  7212,  172961733,    172.962,  13362657,   13.363,              6.681,      874, 0   ,     100,     0.001474
        2, 1764308936.218555,  7213,   72995599,     72.996,   1339846,    1.340,              0.670,      148, 0   ,     100,     0.001474
        2, 1764308936.218555,  7214,  109211142,    109.211,  16094718,   16.095,              8.047,     2569, 0   ,     100,     0.001474
        2, 1764308936.218555,  7215,  326320347,    326.320,  53786698,   53.787,             26.893,     4089, 0   ,     100,     0.001474
        2, 1764308936.218555,  7229,    3184171,      3.184,     34563,    0.035,              0.017,       70, 0   ,     100,     0.001474
        2, 1764308936.218555,  7234,      93126,      0.093,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  7238,   58881418,     58.881,   8588277,    8.588,              4.294,      969, 0   ,     100,     0.001474
        2, 1764308936.218555,  7239,  279775617,    279.776,  60099631,   60.100,             30.050,     2340, 0   ,     100,     0.001474
        2, 1764308936.218555,  7275,   92279327,     92.279,     17782,    0.018,              0.009,       79, 0   ,     100,     0.001474
        2, 1764308936.218555,  7283,   65805464,     65.805,     25848,    0.026,              0.013,       79, 0   ,     100,     0.001474
        2, 1764308936.218555,  7284,   90501268,     90.501,     15595,    0.016,              0.008,       65, 0   ,     100,     0.001474
        2, 1764308936.218555,  7294,   87819147,     87.819,     17075,    0.017,              0.009,       82, 0   ,     100,     0.001474
        2, 1764308936.218555,  7295,   65614443,     65.614,     35165,    0.035,              0.018,       53, 0   ,     100,     0.001474
        2, 1764308936.218555,  7296,   73489702,     73.490,     40026,    0.040,              0.020,       81, 0   ,     100,     0.001474
        2, 1764308936.218555,  7299,  120435742,    120.436,   2556073,    2.556,              1.278,      297, 0   ,     100,     0.001474
        2, 1764308936.218555,  7303,     664284,      0.664,         0,    0.000,              0.000,       13, 0   ,     100,     0.001474
        2, 1764308936.218555,  7304,     796348,      0.796,     40909,    0.041,              0.020,       13, 0   ,     100,     0.001474
        2, 1764308936.218555,  7306,    3318757,      3.319,    201240,    0.201,              0.101,       53, 0   ,     100,     0.001474
        2, 1764308936.218555,  7308,   21914530,     21.915,     32334,    0.032,              0.016,       51, 0   ,     100,     0.001474
        2, 1764308936.218555,  7309,   16741579,     16.742,         0,    0.000,              0.000,       42, 0   ,     100,     0.001474
        2, 1764308936.218555,  7310,   28129231,     28.129,         0,    0.000,              0.000,       52, 0   ,     100,     0.001474
        2, 1764308936.218555,  7355,    8846665,      8.847,   1195382,    1.195,              0.598,       97, 0   ,     100,     0.001474
        2, 1764308936.218555,  7356,     583089,      0.583,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  7357,     728827,      0.729,     22770,    0.023,              0.011,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  7362,      30874,      0.031,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  7363,     913991,      0.914,         0,    0.000,              0.000,        1, 0   ,     100,     0.001474
        2, 1764308936.218555,  7381,     168603,      0.169,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  7409,    5214370,      5.214,     35085,    0.035,              0.018,       31, 0   ,     100,     0.001474
        2, 1764308936.218555,  7410,    4841073,      4.841,     25913,    0.026,              0.013,       34, 0   ,     100,     0.001474
        2, 1764308936.218555,  7411,    1976317,      1.976,         0,    0.000,              0.000,       25, 0   ,     100,     0.001474
        2, 1764308936.218555,  7412,   29015783,     29.016,         0,    0.000,              0.000,       35, 0   ,     100,     0.001474
        2, 1764308936.218555,  7413,    3256917,      3.257,         0,    0.000,              0.000,       23, 0   ,     100,     0.001474
        2, 1764308936.218555,  7414,    1370558,      1.371,         0,    0.000,              0.000,       29, 0   ,     100,     0.001474
        2, 1764308936.218555,  7415,    4030390,      4.030,         0,    0.000,              0.000,       32, 0   ,     100,     0.001474
        2, 1764308936.218555,  7416,    1540465,      1.540,         0,    0.000,              0.000,       17, 0   ,     100,     0.001474
        2, 1764308936.218555,  7417,    1194880,      1.195,         0,    0.000,              0.000,       22, 0   ,     100,     0.001474
        2, 1764308936.218555,  7418,    1047654,      1.048,         0,    0.000,              0.000,       19, 0   ,     100,     0.001474
        2, 1764308936.218555,  7419,     995161,      0.995,         0,    0.000,              0.000,       22, 0   ,     100,     0.001474
        2, 1764308936.218555,  7420,     752627,      0.753,         0,    0.000,              0.000,       17, 0   ,     100,     0.001474
        2, 1764308936.218555,  7421,    3644577,      3.645,         0,    0.000,              0.000,      550, 0   ,     100,     0.001474
        2, 1764308936.218555,  7422,    2992812,      2.993,         0,    0.000,              0.000,      593, 0   ,     100,     0.001474
        2, 1764308936.218555,  7423,    3325893,      3.326,         0,    0.000,              0.000,      579, 0   ,     100,     0.001474
        2, 1764308936.218555,  7424,    3484293,      3.484,         0,    0.000,              0.000,      567, 0   ,     100,     0.001474
        2, 1764308936.218555,  7425,    2937621,      2.938,    130126,    0.130,              0.065,      184, 0   ,     100,     0.001474
        2, 1764308936.218555,  7426,     192085,      0.192,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  7454,     554210,      0.554,         0,    0.000,              0.000,       36, 0   ,     100,     0.001474
        2, 1764308936.218555,  7455,     694894,      0.695,         0,    0.000,              0.000,       37, 0   ,     100,     0.001474
        2, 1764308936.218555,  7456,     654202,      0.654,         0,    0.000,              0.000,       34, 0   ,     100,     0.001474
        2, 1764308936.218555,  7457,     502485,      0.502,         0,    0.000,              0.000,       33, 0   ,     100,     0.001474
        2, 1764308936.218555,  7458,    3437353,      3.437,    312461,    0.312,              0.156,      144, 0   ,     100,     0.001474
        2, 1764308936.218555,  7459,    2073101,      2.073,   1217449,    1.217,              0.609,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  7483,     666637,      0.667,         0,    0.000,              0.000,       19, 0   ,     100,     0.001474
        2, 1764308936.218555,  7484,     659739,      0.660,         0,    0.000,              0.000,       16, 0   ,     100,     0.001474
        2, 1764308936.218555,  7485,     664051,      0.664,         0,    0.000,              0.000,       17, 0   ,     100,     0.001474
        2, 1764308936.218555,  7486,     710172,      0.710,         0,    0.000,              0.000,       24, 0   ,     100,     0.001474
        2, 1764308936.218555,  7487,     907093,      0.907,         0,    0.000,              0.000,       16, 0   ,     100,     0.001474
        2, 1764308936.218555,  7488,     453158,      0.453,         0,    0.000,              0.000,       18, 0   ,     100,     0.001474
        2, 1764308936.218555,  7489,     702680,      0.703,         0,    0.000,              0.000,       22, 0   ,     100,     0.001474
        2, 1764308936.218555,  7490,    9502402,      9.502,   8603316,    8.603,              4.302,       18, 0   ,     100,     0.001474
        2, 1764308936.218555,  7504,  125007692,    125.008,  14716055,   14.716,              7.358,      277, 0   ,     100,     0.001474
        2, 1764308936.218555,  7525,     775747,      0.776,         0,    0.000,              0.000,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  7526,     807082,      0.807,     31645,    0.032,              0.016,       14, 0   ,     100,     0.001474
        2, 1764308936.218555,  7532,    9912808,      9.913,   1745270,    1.745,              0.873,      242, 0   ,     100,     0.001474
        2, 1764308936.218555,  7534,    8210764,      8.211,   6068513,    6.069,              3.034,       16, 0   ,     100,     0.001474
        2, 1764308936.218555,  7535,    6983436,      6.983,    421059,    0.421,              0.211,       20, 0   ,     100,     0.001474
        2, 1764308936.218555,  7536,    3218347,      3.218,    846937,    0.847,              0.423,       21, 0   ,     100,     0.001474
        2, 1764308936.218555,  7563,     504035,      0.504,    356554,    0.357,              0.178,       31, 0   ,     100,     0.001474
        2, 1764308936.218555,  7564,  125704438,    125.704, 124522088,  124.522,             62.261,    30847, 0   ,     100,     0.001474
        2, 1764308936.218555,  7568,     485122,      0.485,         0,    0.000,              0.000,        2, 0   ,     100,     0.001474
        2, 1764308936.218555,  7613,    1144209,      1.144,    201546,    0.202,              0.101,       95, 0   ,     100,     0.001474
        2, 1764308936.218555,  7614,    1547131,      1.547,    100767,    0.101,              0.050,       76, 0   ,     100,     0.001474
        2, 1764308936.218555,  7615,    1192212,      1.192,    175233,    0.175,              0.088,      103, 0   ,     100,     0.001474
        2, 1764308936.218555,  7616,    1027039,      1.027,     21649,    0.022,              0.011,       77, 0   ,     100,     0.001474
        2, 1764308936.218555,  7617,    5033316,      5.033,    782129,    0.782,              0.391,      254, 0   ,     100,     0.001474
        2, 1764308936.218555,  7622,   82219358,     82.219,   8349827,    8.350,              4.175,      547, 0   ,     100,     0.001474
        2, 1764308936.218555,  7623,     748431,      0.748,         0,    0.000,              0.000,       11, 0   ,     100,     0.001474
        2, 1764308936.218555,  7624,     918968,      0.919,     38559,    0.039,              0.019,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  7626,     869090,      0.869,    192969,    0.193,              0.096,       12, 0   ,     100,     0.001474
        2, 1764308936.218555,  7628,    7828387,      7.828,     62931,    0.063,              0.031,        9, 0   ,     100,     0.001474
